"timestamp","ghi","ghi90","ghi10","ebh","dni","dni10","dni90","dhi","air_temp","zenith","azimuth","cloud_opacity"
"2021-11-16 14:00:00","84","129","59","5","18","5","93","79","6","76","137","52"
"2021-11-16 14:30:00","75","86","68","7","37","26","78","68","6","80","131","36"
"2021-11-16 15:00:00","46","56","27","4","29","8","68","41","5","84","125","26"
"2021-11-16 15:30:00","10","10","10","1","2","2","2","9","4","88","119","52"
"2021-11-16 16:00:00","1","1","1","0","0","0","0","1","3","93","114","51"
"2021-11-16 16:30:00","0","0","0","0","0","0","0","0","3","98","109","59"
"2021-11-16 17:00:00","0","0","0","0","0","0","0","0","3","103","103","52"
"2021-11-16 17:30:00","0","0","0","0","0","0","0","0","3","108","98","42"
"2021-11-16 18:00:00","0","0","0","0","0","0","0","0","3","113","93","50"
"2021-11-16 18:30:00","0","0","0","0","0","0","0","0","3","118","88","49"
"2021-11-16 19:00:00","0","0","0","0","0","0","0","0","2","123","82","52"
"2021-11-16 19:30:00","0","0","0","0","0","0","0","0","2","128","76","50"
"2021-11-16 20:00:00","0","0","0","0","0","0","0","0","2","133","69","51"
"2021-11-16 20:30:00","0","0","0","0","0","0","0","0","2","138","61","32"
"2021-11-16 21:00:00","0","0","0","0","0","0","0","0","2","142","52","33"
"2021-11-16 21:30:00","0","0","0","0","0","0","0","0","2","146","42","51"
"2021-11-16 22:00:00","0","0","0","0","0","0","0","0","3","149","30","42"
"2021-11-16 22:30:00","0","0","0","0","0","0","0","0","3","151","16","71"
"2021-11-16 23:00:00","0","0","0","0","0","0","0","0","3","152","2","58"
"2021-11-16 23:30:00","0","0","0","0","0","0","0","0","1","152","-13","60"
"2021-11-17 00:00:00","0","0","0","0","0","0","0","0","1","150","-28","51"
"2021-11-17 00:30:00","0","0","0","0","0","0","0","0","1","147","-40","48"
"2021-11-17 01:00:00","0","0","0","0","0","0","0","0","1","143","-51","46"
"2021-11-17 01:30:00","0","0","0","0","0","0","0","0","1","139","-60","16"
"2021-11-17 02:00:00","0","0","0","0","0","0","0","0","1","134","-68","19"
"2021-11-17 02:30:00","0","0","0","0","0","0","0","0","1","129","-74","10"
"2021-11-17 03:00:00","0","0","0","0","0","0","0","0","1","124","-81","20"
"2021-11-17 03:30:00","0","0","0","0","0","0","0","0","1","119","-87","48"
"2021-11-17 04:00:00","0","0","0","0","0","0","0","0","1","114","-92","25"
"2021-11-17 04:30:00","0","0","0","0","0","0","0","0","1","109","-97","48"
"2021-11-17 05:00:00","0","0","0","0","0","0","0","0","1","104","-102","10"
"2021-11-17 05:30:00","0","0","0","0","0","0","0","0","1","99","-108","41"
"2021-11-17 06:00:00","0","0","0","0","0","0","0","0","0","94","-113","47"
"2021-11-17 06:30:00","4","5","2","1","6","2","8","2","1","89","-118","6"
"2021-11-17 07:00:00","40","42","12","12","68","2","83","28","1","85","-124","3"
"2021-11-17 07:30:00","77","90","58","16","91","47","197","60","2","81","-130","21"
"2021-11-17 08:00:00","113","161","66","19","92","10","417","93","3","77","-136","29"
"2021-11-17 08:30:00","129","179","99","13","49","27","295","115","4","74","-142","41"
"2021-11-17 09:00:00","160","273","95","17","54","7","557","142","5","71","-149","41"
"2021-11-17 09:30:00","156","201","128","10","26","14","109","147","6","68","-156","50"
"2021-11-17 10:00:00","167","254","114","10","26","6","160","157","6","67","-164","52"
"2021-11-17 10:30:00","179","236","145","11","27","15","150","168","6","66","-171","51"
"2021-11-17 11:00:00","164","250","96","7","17","2","145","157","7","65","-179","57"
"2021-11-17 11:30:00","190","275","156","14","32","15","316","175","7","65","173","49"
"2021-11-17 12:00:00","160","249","120","8","20","7","152","152","7","66","165","56"
"2021-11-17 12:30:00","236","286","182","51","132","72","366","185","8","68","158","29"
"2021-11-17 13:00:00","220","256","102","55","158","8","304","164","8","70","151","25"
"2021-11-17 13:30:00","207","228","150","76","250","148","384","131","8","73","144","17"
"2021-11-17 14:00:00","156","190","63","47","185","7","418","109","8","76","137","18"
"2021-11-17 14:30:00","107","117","87","27","140","88","212","79","7","80","131","16"
"2021-11-17 15:00:00","50","68","26","7","42","5","147","43","5","84","125","28"
"2021-11-17 15:30:00","15","16","14","2","17","14","23","12","5","89","120","18"
"2021-11-17 16:00:00","2","2","1","0","0","0","2","1","5","93","114","30"
"2021-11-17 16:30:00","0","0","0","0","0","0","0","0","5","98","109","68"
"2021-11-17 17:00:00","0","0","0","0","0","0","0","0","5","103","104","58"
"2021-11-17 17:30:00","0","0","0","0","0","0","0","0","5","108","99","73"
"2021-11-17 18:00:00","0","0","0","0","0","0","0","0","5","113","93","69"
"2021-11-17 18:30:00","0","0","0","0","0","0","0","0","5","118","88","45"
"2021-11-17 19:00:00","0","0","0","0","0","0","0","0","5","123","82","43"
"2021-11-17 19:30:00","0","0","0","0","0","0","0","0","5","129","76","84"
"2021-11-17 20:00:00","0","0","0","0","0","0","0","0","5","133","69","81"
"2021-11-17 20:30:00","0","0","0","0","0","0","0","0","5","138","62","45"
"2021-11-17 21:00:00","0","0","0","0","0","0","0","0","5","142","53","37"
"2021-11-17 21:30:00","0","0","0","0","0","0","0","0","5","146","42","19"
"2021-11-17 22:00:00","0","0","0","0","0","0","0","0","5","149","30","22"
"2021-11-17 22:30:00","0","0","0","0","0","0","0","0","5","151","17","37"
"2021-11-17 23:00:00","0","0","0","0","0","0","0","0","5","152","2","33"
"2021-11-17 23:30:00","0","0","0","0","0","0","0","0","3","152","-13","22"
"2021-11-18 00:00:00","0","0","0","0","0","0","0","0","4","150","-28","28"
"2021-11-18 00:30:00","0","0","0","0","0","0","0","0","4","147","-40","48"
"2021-11-18 01:00:00","0","0","0","0","0","0","0","0","4","143","-51","49"
"2021-11-18 01:30:00","0","0","0","0","0","0","0","0","4","139","-60","52"
"2021-11-18 02:00:00","0","0","0","0","0","0","0","0","4","135","-68","53"
"2021-11-18 02:30:00","0","0","0","0","0","0","0","0","4","130","-75","43"
"2021-11-18 03:00:00","0","0","0","0","0","0","0","0","4","125","-81","40"
"2021-11-18 03:30:00","0","0","0","0","0","0","0","0","4","120","-87","29"
"2021-11-18 04:00:00","0","0","0","0","0","0","0","0","4","114","-92","27"
"2021-11-18 04:30:00","0","0","0","0","0","0","0","0","4","109","-97","22"
"2021-11-18 05:00:00","0","0","0","0","0","0","0","0","4","104","-103","39"
"2021-11-18 05:30:00","0","0","0","0","0","0","0","0","4","99","-108","45"
"2021-11-18 06:00:00","0","0","0","0","0","0","0","0","4","94","-113","39"
"2021-11-18 06:30:00","2","2","2","0","0","0","2","2","4","90","-118","47"
"2021-11-18 07:00:00","22","34","17","1","8","2","39","21","4","85","-124","39"
"2021-11-18 07:30:00","32","39","30","1","5","5","9","31","4","81","-130","64"
"2021-11-18 08:00:00","67","123","43","2","13","5","211","64","4","77","-136","57"
"2021-11-18 08:30:00","118","142","89","9","35","23","84","108","5","74","-142","45"
"2021-11-18 09:00:00","151","260","73","14","44","2","472","137","6","71","-149","44"
"2021-11-18 09:30:00","116","179","70","4","10","5","121","112","6","69","-156","63"
"2021-11-18 10:00:00","130","264","27","4","11","0","205","126","6","67","-164","62"
"2021-11-18 10:30:00","48","110","33","6","16","0","10","48","6","66","-171","86"
"2021-11-18 11:00:00","96","244","42","2","4","0","105","94","6","65","-179","74"
"2021-11-18 11:30:00","187","263","146","12","31","19","232","174","6","66","173","51"
"2021-11-18 12:00:00","147","237","98","5","14","4","109","141","6","67","165","60"
"2021-11-18 12:30:00","288","309","249","129","343","210","469","158","7","68","158","14"
"2021-11-18 13:00:00","186","300","116","33","98","15","637","152","7","71","151","38"
"2021-11-18 13:30:00","220","233","159","95","316","163","409","125","7","73","144","13"
"2021-11-18 14:00:00","156","190","64","51","208","7","441","105","7","77","137","21"
"2021-11-18 14:30:00","87","100","82","12","66","56","125","75","6","80","131","34"
"2021-11-18 15:00:00","46","58","36","5","32","12","73","41","5","84","125","35"
"2021-11-18 15:30:00","17","20","14","4","23","12","39","13","4","89","120","14"
"2021-11-18 16:00:00","2","2","2","1","2","0","2","1","3","93","114","16"
"2021-11-18 16:30:00","0","0","0","0","0","0","0","0","3","98","109","24"
"2021-11-18 17:00:00","0","0","0","0","0","0","0","0","3","103","104","26"
"2021-11-18 17:30:00","0","0","0","0","0","0","0","0","2","108","99","28"
"2021-11-18 18:00:00","0","0","0","0","0","0","0","0","2","113","94","5"
"2021-11-18 18:30:00","0","0","0","0","0","0","0","0","2","118","88","31"
"2021-11-18 19:00:00","0","0","0","0","0","0","0","0","2","124","82","34"
"2021-11-18 19:30:00","0","0","0","0","0","0","0","0","2","129","76","30"
"2021-11-18 20:00:00","0","0","0","0","0","0","0","0","2","134","70","25"
"2021-11-18 20:30:00","0","0","0","0","0","0","0","0","2","138","62","43"
"2021-11-18 21:00:00","0","0","0","0","0","0","0","0","1","143","53","4"
"2021-11-18 21:30:00","0","0","0","0","0","0","0","0","1","147","43","48"
"2021-11-18 22:00:00","0","0","0","0","0","0","0","0","1","150","31","3"
"2021-11-18 22:30:00","0","0","0","0","0","0","0","0","1","152","17","1"
"2021-11-18 23:00:00","0","0","0","0","0","0","0","0","1","153","2","4"
"2021-11-18 23:30:00","0","0","0","0","0","0","0","0","1","152","-13","53"
"2021-11-19 00:00:00","0","0","0","0","0","0","0","0","1","150","-28","30"
"2021-11-19 00:30:00","0","0","0","0","0","0","0","0","1","147","-40","4"
"2021-11-19 01:00:00","0","0","0","0","0","0","0","0","1","144","-51","19"
"2021-11-19 01:30:00","0","0","0","0","0","0","0","0","1","139","-60","29"
"2021-11-19 02:00:00","0","0","0","0","0","0","0","0","0","135","-68","43"
"2021-11-19 02:30:00","0","0","0","0","0","0","0","0","0","130","-75","35"
"2021-11-19 03:00:00","0","0","0","0","0","0","0","0","0","125","-81","50"
"2021-11-19 03:30:00","0","0","0","0","0","0","0","0","0","120","-87","56"
"2021-11-19 04:00:00","0","0","0","0","0","0","0","0","0","115","-92","73"
"2021-11-19 04:30:00","0","0","0","0","0","0","0","0","0","109","-98","60"
"2021-11-19 05:00:00","0","0","0","0","0","0","0","0","0","104","-103","65"
"2021-11-19 05:30:00","0","0","0","0","0","0","0","0","0","99","-108","52"
"2021-11-19 06:00:00","0","0","0","0","0","0","0","0","0","95","-113","66"
"2021-11-19 06:30:00","2","2","1","0","0","0","0","2","1","90","-119","52"
"2021-11-19 07:00:00","21","27","18","1","5","2","14","21","1","85","-124","51"
"2021-11-19 07:30:00","99","103","84","44","261","130","292","56","2","81","-130","8"
"2021-11-19 08:00:00","171","172","113","112","560","90","560","60","3","78","-136","41"
"2021-11-19 08:30:00","233","234","212","163","633","462","633","70","4","74","-142","40"
"2021-11-19 09:00:00","288","289","231","203","642","264","642","85","5","71","-149","38"
"2021-11-19 09:30:00","329","333","292","242","692","473","717","87","6","69","-156","1"
"2021-11-19 10:00:00","345","367","261","229","597","190","733","117","7","67","-164","6"
"2021-11-19 10:30:00","389","389","379","296","727","709","727","93","7","66","-171","28"
"2021-11-19 11:00:00","394","400","354","301","740","511","774","92","8","66","-179","1"
"2021-11-19 11:30:00","393","395","376","304","748","646","760","89","8","66","173","1"
"2021-11-19 12:00:00","360","379","276","249","638","219","762","110","8","67","166","5"
"2021-11-19 12:30:00","276","313","254","105","286","208","516","170","8","69","158","21"
"2021-11-19 13:00:00","257","312","198","113","339","104","704","144","8","71","151","18"
"2021-11-19 13:30:00","242","256","230","150","526","441","641","93","7","74","144","8"
"2021-11-19 14:00:00","197","205","137","126","538","136","613","72","7","77","138","4"
"2021-11-19 14:30:00","91","115","84","14","77","61","273","77","6","80","131","35"
"2021-11-19 15:00:00","64","76","48","19","117","35","232","44","5","85","126","14"
"2021-11-19 15:30:00","17","17","16","3","23","20","23","13","5","89","120","16"
"2021-11-19 16:00:00","2","2","2","1","2","0","2","1","4","93","115","18"
"2021-11-19 16:30:00","0","0","0","0","0","0","0","0","4","98","109","38"
"2021-11-19 17:00:00","0","0","0","0","0","0","0","0","4","103","104","41"
"2021-11-19 17:30:00","0","0","0","0","0","0","0","0","4","108","99","48"
"2021-11-19 18:00:00","0","0","0","0","0","0","0","0","3","113","94","51"
"2021-11-19 18:30:00","0","0","0","0","0","0","0","0","3","119","88","31"
"2021-11-19 19:00:00","0","0","0","0","0","0","0","0","3","124","83","30"
"2021-11-19 19:30:00","0","0","0","0","0","0","0","0","3","129","77","14"
"2021-11-19 20:00:00","0","0","0","0","0","0","0","0","3","134","70","6"
"2021-11-19 20:30:00","0","0","0","0","0","0","0","0","3","138","62","31"
"2021-11-19 21:00:00","0","0","0","0","0","0","0","0","3","143","53","33"
"2021-11-19 21:30:00","0","0","0","0","0","0","0","0","3","147","43","12"
"2021-11-19 22:00:00","0","0","0","0","0","0","0","0","3","150","31","7"
"2021-11-19 22:30:00","0","0","0","0","0","0","0","0","2","152","17","11"
"2021-11-19 23:00:00","0","0","0","0","0","0","0","0","2","153","2","2"
"2021-11-19 23:30:00","0","0","0","0","0","0","0","0","3","152","-13","4"
"2021-11-20 00:00:00","0","0","0","0","0","0","0","0","3","150","-28","4"
"2021-11-20 00:30:00","0","0","0","0","0","0","0","0","3","148","-40","16"
"2021-11-20 01:00:00","0","0","0","0","0","0","0","0","3","144","-51","10"
"2021-11-20 01:30:00","0","0","0","0","0","0","0","0","3","140","-60","7"
"2021-11-20 02:00:00","0","0","0","0","0","0","0","0","3","135","-68","9"
"2021-11-20 02:30:00","0","0","0","0","0","0","0","0","2","130","-75","11"
"2021-11-20 03:00:00","0","0","0","0","0","0","0","0","2","125","-81","12"
"2021-11-20 03:30:00","0","0","0","0","0","0","0","0","2","120","-87","12"
"2021-11-20 04:00:00","0","0","0","0","0","0","0","0","2","115","-92","11"
"2021-11-20 04:30:00","0","0","0","0","0","0","0","0","2","110","-98","12"
"2021-11-20 05:00:00","0","0","0","0","0","0","0","0","2","105","-103","12"
"2021-11-20 05:30:00","0","0","0","0","0","0","0","0","2","100","-108","12"
"2021-11-20 06:00:00","0","0","0","0","0","0","0","0","2","95","-113","12"
"2021-11-20 06:30:00","2","2","2","1","2","2","2","2","2","90","-119","12"
"2021-11-20 07:00:00","42","44","28","17","105","21","133","24","3","86","-124","4"
"2021-11-20 07:30:00","108","108","104","74","433","420","433","34","4","82","-130","14"
"2021-11-20 08:00:00","173","173","164","123","646","613","646","50","5","78","-136","13"
"2021-11-20 08:30:00","236","236","204","168","650","425","650","68","6","74","-142","13"
"2021-11-20 09:00:00","276","291","199","189","625","152","747","86","7","72","-149","5"
"2021-11-20 09:30:00","321","337","287","221","632","457","734","100","8","69","-156","4"
"2021-11-20 10:00:00","349","371","208","233","606","61","753","115","8","67","-164","6"
"2021-11-20 10:30:00","346","366","298","191","471","267","586","154","9","66","-171","12"
"2021-11-20 11:00:00","356","404","265","210","518","134","797","145","10","66","-179","11"
"2021-11-20 11:30:00","400","401","341","318","782","485","782","83","10","66","173","6"
"2021-11-20 12:00:00","384","384","269","305","781","182","781","79","10","67","166","5"
"2021-11-20 12:30:00","356","357","304","281","767","473","767","76","10","69","158","5"
"2021-11-20 13:00:00","316","316","222","242","726","168","726","75","10","71","151","5"
"2021-11-20 13:30:00","267","267","260","201","710","693","710","65","10","74","144","5"
"2021-11-20 14:00:00","207","207","196","146","628","595","628","60","8","77","138","3"
"2021-11-20 14:30:00","143","143","139","89","496","487","496","52","8","81","132","4"
"2021-11-20 15:00:00","76","77","61","39","235","95","236","37","6","85","126","4"
"2021-11-20 15:30:00","20","20","20","8","44","44","44","12","6","89","120","4"
"2021-11-20 16:00:00","2","2","2","1","2","2","2","2","5","94","115","4"
"2021-11-20 16:30:00","0","0","0","0","0","0","0","0","5","98","109","4"
"2021-11-20 17:00:00","0","0","0","0","0","0","0","0","4","103","104","5"
"2021-11-20 17:30:00","0","0","0","0","0","0","0","0","4","108","99","5"
"2021-11-20 18:00:00","0","0","0","0","0","0","0","0","4","114","94","5"
"2021-11-20 18:30:00","0","0","0","0","0","0","0","0","4","119","89","5"
"2021-11-20 19:00:00","0","0","0","0","0","0","0","0","4","124","83","5"
"2021-11-20 19:30:00","0","0","0","0","0","0","0","0","4","129","77","5"
"2021-11-20 20:00:00","0","0","0","0","0","0","0","0","3","134","70","5"
"2021-11-20 20:30:00","0","0","0","0","0","0","0","0","3","139","62","5"
"2021-11-20 21:00:00","0","0","0","0","0","0","0","0","3","143","54","4"
"2021-11-20 21:30:00","0","0","0","0","0","0","0","0","3","147","43","4"
"2021-11-20 22:00:00","0","0","0","0","0","0","0","0","3","150","31","4"
"2021-11-20 22:30:00","0","0","0","0","0","0","0","0","3","152","17","4"
"2021-11-20 23:00:00","0","0","0","0","0","0","0","0","3","153","2","4"
"2021-11-20 23:30:00","0","0","0","0","0","0","0","0","3","152","-13","2"
"2021-11-21 00:00:00","0","0","0","0","0","0","0","0","2","151","-28","2"
"2021-11-21 00:30:00","0","0","0","0","0","0","0","0","2","148","-40","4"
"2021-11-21 01:00:00","0","0","0","0","0","0","0","0","2","144","-51","5"
"2021-11-21 01:30:00","0","0","0","0","0","0","0","0","2","140","-60","7"
"2021-11-21 02:00:00","0","0","0","0","0","0","0","0","2","135","-68","9"
"2021-11-21 02:30:00","0","0","0","0","0","0","0","0","2","130","-75","11"
"2021-11-21 03:00:00","0","0","0","0","0","0","0","0","2","125","-81","4"
"2021-11-21 03:30:00","0","0","0","0","0","0","0","0","2","120","-87","12"
"2021-11-21 04:00:00","0","0","0","0","0","0","0","0","2","115","-93","14"
"2021-11-21 04:30:00","0","0","0","0","0","0","0","0","2","110","-98","14"
"2021-11-21 05:00:00","0","0","0","0","0","0","0","0","2","105","-103","16"
"2021-11-21 05:30:00","0","0","0","0","0","0","0","0","2","100","-108","16"
"2021-11-21 06:00:00","0","0","0","0","0","0","0","0","1","95","-113","17"
"2021-11-21 06:30:00","2","2","2","1","2","2","2","2","2","90","-119","17"
"2021-11-21 07:00:00","39","41","29","14","86","32","105","23","2","86","-124","4"
"2021-11-21 07:30:00","100","100","85","61","365","206","365","39","3","82","-130","17"
"2021-11-21 08:00:00","164","166","92","106","558","49","575","58","4","78","-136","1"
"2021-11-21 08:30:00","227","227","188","161","642","360","642","67","5","75","-143","14"
"2021-11-21 09:00:00","281","282","139","208","694","35","694","73","6","72","-149","14"
"2021-11-21 09:30:00","326","326","158","239","683","34","684","88","7","69","-156","13"
"2021-11-21 10:00:00","360","360","191","275","734","50","734","85","8","68","-164","13"
"2021-11-21 10:30:00","382","383","297","299","767","403","767","83","8","67","-171","13"
"2021-11-21 11:00:00","360","391","190","227","559","34","739","134","9","66","-179","8"
"2021-11-21 11:30:00","388","388","301","296","728","394","729","93","9","66","173","12"
"2021-11-21 12:00:00","347","373","201","224","575","48","731","123","10","67","166","7"
"2021-11-21 12:30:00","344","344","271","258","706","383","706","86","10","69","158","11"
"2021-11-21 13:00:00","299","304","177","209","627","63","659","91","10","71","151","2"
"2021-11-21 13:30:00","253","253","211","178","628","377","629","75","8","74","144","9"
"2021-11-21 14:00:00","193","193","137","123","527","123","527","70","8","77","138","8"
"2021-11-21 14:30:00","129","130","114","69","382","262","383","61","7","81","132","7"
"2021-11-21 15:00:00","63","67","45","23","138","32","156","41","6","85","126","5"
"2021-11-21 15:30:00","15","15","14","4","24","18","24","10","5","89","120","1"
"2021-11-21 16:00:00","1","1","1","1","2","0","2","1","4","94","115","5"
"2021-11-21 16:30:00","0","0","0","0","0","0","0","0","4","99","110","6"
"2021-11-21 17:00:00","0","0","0","0","0","0","0","0","4","103","105","11"
"2021-11-21 17:30:00","0","0","0","0","0","0","0","0","3","109","99","12"
"2021-11-21 18:00:00","0","0","0","0","0","0","0","0","3","114","94","16"
"2021-11-21 18:30:00","0","0","0","0","0","0","0","0","3","119","89","4"
"2021-11-21 19:00:00","0","0","0","0","0","0","0","0","3","124","83","11"
"2021-11-21 19:30:00","0","0","0","0","0","0","0","0","3","129","77","52"
"2021-11-21 20:00:00","0","0","0","0","0","0","0","0","3","134","70","52"
"2021-11-21 20:30:00","0","0","0","0","0","0","0","0","3","139","63","95"
"2021-11-21 21:00:00","0","0","0","0","0","0","0","0","3","143","54","94"
"2021-11-21 21:30:00","0","0","0","0","0","0","0","0","3","147","44","51"
"2021-11-21 22:00:00","0","0","0","0","0","0","0","0","3","150","32","69"
"2021-11-21 22:30:00","0","0","0","0","0","0","0","0","3","152","18","74"
"2021-11-21 23:00:00","0","0","0","0","0","0","0","0","3","153","2","79"
"2021-11-21 23:30:00","0","0","0","0","0","0","0","0","2","153","-13","80"
"2021-11-22 00:00:00","0","0","0","0","0","0","0","0","2","151","-28","87"
"2021-11-22 00:30:00","0","0","0","0","0","0","0","0","2","148","-40","64"
"2021-11-22 01:00:00","0","0","0","0","0","0","0","0","2","144","-51","63"
"2021-11-22 01:30:00","0","0","0","0","0","0","0","0","2","140","-60","47"
"2021-11-22 02:00:00","0","0","0","0","0","0","0","0","2","135","-68","60"
"2021-11-22 02:30:00","0","0","0","0","0","0","0","0","2","131","-75","83"
"2021-11-22 03:00:00","0","0","0","0","0","0","0","0","2","125","-82","75"
"2021-11-22 03:30:00","0","0","0","0","0","0","0","0","2","120","-87","74"
"2021-11-22 04:00:00","0","0","0","0","0","0","0","0","3","115","-93","70"
"2021-11-22 04:30:00","0","0","0","0","0","0","0","0","2","110","-98","43"
"2021-11-22 05:00:00","0","0","0","0","0","0","0","0","2","105","-103","53"
"2021-11-22 05:30:00","0","0","0","0","0","0","0","0","2","100","-108","71"
"2021-11-22 06:00:00","0","0","0","0","0","0","0","0","2","95","-114","71"
"2021-11-22 06:30:00","1","1","1","0","0","0","0","1","3","91","-119","45"
"2021-11-22 07:00:00","13","17","7","1","2","0","5","12","3","86","-124","56"
"2021-11-22 07:30:00","14","33","9","1","6","0","11","14","3","82","-130","82"
"2021-11-22 08:00:00","38","86","17","1","3","4","46","37","4","78","-136","72"
"2021-11-22 08:30:00","68","106","62","2","7","7","44","66","4","75","-143","65"
"2021-11-22 09:00:00","96","148","56","3","10","2","52","93","4","72","-149","62"
"2021-11-22 09:30:00","117","137","91","5","13","5","31","113","4","70","-156","60"
"2021-11-22 10:00:00","136","181","63","5","14","1","47","131","5","68","-164","59"
"2021-11-22 10:30:00","150","192","120","6","16","10","61","143","5","67","-171","57"
"2021-11-22 11:00:00","142","237","63","4","11","1","99","137","5","66","-179","61"
"2021-11-22 11:30:00","139","163","103","4","11","7","25","134","5","67","173","61"
"2021-11-22 12:00:00","127","179","59","4","11","1","39","123","5","68","166","62"
"2021-11-22 12:30:00","110","121","101","2","7","7","10","107","5","69","158","65"
"2021-11-22 13:00:00","95","113","81","2","8","5","14","92","4","71","151","66"
"2021-11-22 13:30:00","95","99","87","3","14","10","16","91","4","74","145","59"
"2021-11-22 14:00:00","65","80","43","2","8","4","17","63","4","77","138","62"
"2021-11-22 14:30:00","52","59","48","2","16","13","22","49","4","81","132","55"
"2021-11-22 15:00:00","23","33","17","1","5","0","15","22","4","85","126","59"
"2021-11-22 15:30:00","4","4","4","0","0","0","0","4","4","89","120","73"
"2021-11-22 16:00:00","0","1","0","0","0","0","0","0","4","94","115","74"
"2021-11-22 16:30:00","0","0","0","0","0","0","0","0","4","99","110","77"
"2021-11-22 17:00:00","0","0","0","0","0","0","0","0","4","104","105","77"
"2021-11-22 17:30:00","0","0","0","0","0","0","0","0","4","109","100","67"
"2021-11-22 18:00:00","0","0","0","0","0","0","0","0","4","114","94","64"
"2021-11-22 18:30:00","0","0","0","0","0","0","0","0","4","119","89","60"
"2021-11-22 19:00:00","0","0","0","0","0","0","0","0","4","124","83","56"
"2021-11-22 19:30:00","0","0","0","0","0","0","0","0","4","129","77","59"
"2021-11-22 20:00:00","0","0","0","0","0","0","0","0","4","134","71","58"
"2021-11-22 20:30:00","0","0","0","0","0","0","0","0","4","139","63","78"
"2021-11-22 21:00:00","0","0","0","0","0","0","0","0","4","143","54","76"
"2021-11-22 21:30:00","0","0","0","0","0","0","0","0","4","147","44","54"
"2021-11-22 22:00:00","0","0","0","0","0","0","0","0","4","150","32","56"
"2021-11-22 22:30:00","0","0","0","0","0","0","0","0","4","153","18","55"
"2021-11-22 23:00:00","0","0","0","0","0","0","0","0","3","153","2","59"
"2021-11-22 23:30:00","0","0","0","0","0","0","0","0","2","153","-13","49"
"2021-11-23 00:00:00","0","0","0","0","0","0","0","0","2","151","-28","54"
"2021-11-23 00:30:00","0","0","0","0","0","0","0","0","2","148","-41","49"
"2021-11-23 01:00:00","0","0","0","0","0","0","0","0","2","145","-51","50"
"2021-11-23 01:30:00","0","0","0","0","0","0","0","0","2","140","-61","73"
"2021-11-23 02:00:00","0","0","0","0","0","0","0","0","1","136","-69","70"
"2021-11-23 02:30:00","0","0","0","0","0","0","0","0","1","131","-75","69"
"2021-11-23 03:00:00","0","0","0","0","0","0","0","0","1","126","-82","66"
"2021-11-23 03:30:00","0","0","0","0","0","0","0","0","1","121","-87","50"
"2021-11-23 04:00:00","0","0","0","0","0","0","0","0","1","115","-93","45"
"2021-11-23 04:30:00","0","0","0","0","0","0","0","0","1","110","-98","38"
"2021-11-23 05:00:00","0","0","0","0","0","0","0","0","0","105","-103","34"
"2021-11-23 05:30:00","0","0","0","0","0","0","0","0","0","100","-108","16"
"2021-11-23 06:00:00","0","0","0","0","0","0","0","0","0","95","-114","9"
"2021-11-23 06:30:00","1","2","1","0","0","0","2","1","0","91","-119","53"
"2021-11-23 07:00:00","19","34","8","1","6","0","74","18","0","86","-124","44"
"2021-11-23 07:30:00","83","85","68","33","192","74","218","49","1","82","-130","13"
"2021-11-23 08:00:00","155","159","93","99","542","59","576","56","2","79","-136","2"
"2021-11-23 08:30:00","200","220","172","113","478","358","652","87","2","75","-143","8"
"2021-11-23 09:00:00","210","275","145","66","219","43","656","143","2","72","-149","23"
"2021-11-23 09:30:00","224","276","196","55","166","107","462","169","3","70","-156","30"
"2021-11-23 10:00:00","271","357","190","94","257","47","758","177","3","68","-164","24"
"2021-11-23 10:30:00","318","354","283","152","390","267","602","165","4","67","-171","16"
"2021-11-23 11:00:00","346","390","239","210","538","96","807","135","4","67","-179","11"
"2021-11-23 11:30:00","388","388","335","312","799","510","800","77","4","67","174","43"
"2021-11-23 12:00:00","339","375","229","220","586","132","809","119","4","68","166","9"
"2021-11-23 12:30:00","347","347","308","273","760","528","760","76","4","69","159","43"
"2021-11-23 13:00:00","298","310","181","220","694","86","773","78","4","72","151","4"
"2021-11-23 13:30:00","260","260","237","189","666","495","666","69","4","74","145","36"
"2021-11-23 14:00:00","200","200","118","135","576","78","576","66","4","77","138","30"
"2021-11-23 14:30:00","137","137","133","80","437","428","437","56","3","81","132","24"
"2021-11-23 15:00:00","67","70","36","27","159","14","190","39","3","85","126","7"
"2021-11-23 15:30:00","16","16","16","5","27","27","27","11","2","89","121","10"
"2021-11-23 16:00:00","1","1","1","1","2","2","2","1","1","94","115","8"
"2021-11-23 16:30:00","0","0","0","0","0","0","0","0","1","99","110","8"
"2021-11-23 17:00:00","0","0","0","0","0","0","0","0","1","104","105","7"
"2021-11-23 17:30:00","0","0","0","0","0","0","0","0","0","109","100","7"
"2021-11-23 18:00:00","0","0","0","0","0","0","0","0","0","114","95","6"
"2021-11-23 18:30:00","0","0","0","0","0","0","0","0","0","119","89","6"
"2021-11-23 19:00:00","0","0","0","0","0","0","0","0","0","124","84","6"
"2021-11-23 19:30:00","0","0","0","0","0","0","0","0","0","129","78","6"
"2021-11-23 20:00:00","0","0","0","0","0","0","0","0","0","134","71","6"
"2021-11-23 20:30:00","0","0","0","0","0","0","0","0","-1","139","63","6"
"2021-11-23 21:00:00","0","0","0","0","0","0","0","0","-1","143","55","6"
"2021-11-23 21:30:00","0","0","0","0","0","0","0","0","-1","147","44","6"
